id,title,title_source,start,end,title_uri,ccodes,variants,types,aat_types,matches,lon,lat,geowkt,geo_source,geo_id,description,parent_name,parent_id
8398,Vicenza,Historical Conflict Event Dataset,1848,,,IT,,battlefield,300000835,,11.5354214,45.5454787,,,,1st Italian War of Independence,,
8399,Vich,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,2.2418388,41.9335946,,,,Napoleonic Wars,,
8400,Vicksburg,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-90.8526241,32.344488,,,,American Civil War,,
8401,Victoria de la Tunas,Historical Conflict Event Dataset,1897,,,CU,,battlefield,300000835,,-76.9923438,20.9679504,,,,2nd Cuban War of Independence,,
8402,Vidin,Historical Conflict Event Dataset,1366,,,BG,,battlefield,300000835,,22.8679302,43.996159,,,,Ottoman Conquest of the Balkans,,
8403,Vienna,Historical Conflict Event Dataset,1485,,,AT,,battlefield,300000835,,16.3738189,48.2081743,,,,Hungarian National Wars,,
8404,Vienna,Historical Conflict Event Dataset,1529,,,AT,,battlefield,300000835,,16.3738189,48.2081743,,,,Turkish-Habsburg Wars,,
8405,Vienna,Historical Conflict Event Dataset,1683,,,AT,,battlefield,300000835,,16.3245302,48.2763424,,,,Later Turkish-Habsburg Wars,,
8406,Vienna,Historical Conflict Event Dataset,1809,,,AT,,battlefield,300000835,,16.3738189,48.2081743,,,,Napoleonic Wars (5th Coalition),,
8407,Vienna,Historical Conflict Event Dataset,1848,,,AT,,battlefield,300000835,,16.3738189,48.2081743,,,,Hungarian Revolutionary Wars,,
8408,Vienna,Historical Conflict Event Dataset,1945,,,AT,,battlefield,300000835,,16.3738189,48.2081743,,,,World War II,,
8409,Vienne,Historical Conflict Event Dataset,0411,,,FR,,battlefield,300000835,,4.874339,45.525587,,,,Later Roman Wars of Succession,,
8410,Vienne,Historical Conflict Event Dataset,0500,,,FR,,battlefield,300000835,,4.874339,45.525587,,,,Burgundian-Frankish War,,
8411,Vientiane,Historical Conflict Event Dataset,1574,,,LA,,battlefield,300000835,,102.6331035,17.9757058,,,,Burmese-Laotian War,,
8412,Vientiane,Historical Conflict Event Dataset,1960,,,LA,,battlefield,300000835,,102.6331035,17.9757058,,,,Laotian Civil War,,
8413,Viervoet,Historical Conflict Event Dataset,1851,,,ZA,,battlefield,300000835,,27.2151463,-29.0185091,,,,8th Cape Frontier War,,
8414,Viet Bac,Historical Conflict Event Dataset,1946,,,VN,,battlefield,300000835,,105.6127887,21.7115792,,,,French Indo-China War,,
8415,Vigan,Historical Conflict Event Dataset,1899,,,PH,,battlefield,300000835,,120.3873299,17.5704898,,,,Philippine-American War,,
8416,Vigirima,Historical Conflict Event Dataset,1813,,,VZ,,battlefield,300000835,,-67.8833329,10.35,,,,Venezuelan War of Independence,,
8417,Vigla,Historical Conflict Event Dataset,1897,,,GR,,battlefield,300000835,,21.2680495,40.7711066,,,,1st Greco-Turkish War,,
8418,Vigo,Historical Conflict Event Dataset,1719,,,ES,,battlefield,300000835,,-8.7207268,42.2405989,,,,War of the Quadruple Alliance,,
8419,Vigo Bay,Historical Conflict Event Dataset,1702,,,ES,,battlefield,300000835,,-8.7207268,42.2405989,,,,War of the Spanish Succession,,
8420,Vijaya,Historical Conflict Event Dataset,1471,,,VN,,battlefield,300000835,,108.277199,14.058324,,,,Vietnam-Cham War,,
8421,Vijayanagar,Historical Conflict Event Dataset,1406,,,IN,,battlefield,300000835,,77.5298856,12.9719161,,,,Vijayanagar-Bahmani Wars,,
8422,Vilafranca del Penedes,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,1.6957511,41.3461305,,,,Napoleonic Wars,,
8423,Vilande,Historical Conflict Event Dataset,0731,,,IN,,battlefield,300000835,,79.6859038,12.8184766,,,,Indian Dynastic Wars,,
8424,Vilasa,Historical Conflict Event Dataset,1583,,,RU,,battlefield,300000835,,48.4781223,41.897979,,,,Turko-Persian Wars,,
8425,Vila Velha,Historical Conflict Event Dataset,1762,,,PT,,battlefield,300000835,,-7.6897566,39.6631865,,,,Seven Years War,,
8426,Vilcaconga,Historical Conflict Event Dataset,1524,,,PE,,battlefield,300000835,,-72.36,-13.47,,,,Spanish Conquest of Peru,,
8427,Vilcapugio,Historical Conflict Event Dataset,1813,,,BO,,battlefield,300000835,,-65.7489341,-19.5275808,,,,Argentine War of Independence,,
8428,Villach,Historical Conflict Event Dataset,1492,,,AT,,battlefield,300000835,,13.85062,46.60856,,,,Turkish-Hungarian Wars,,
8429,Villafranca,Historical Conflict Event Dataset,1744,,,FR,,battlefield,300000835,,7.3068403,43.7081031,,,,War of the Austrian Succession,,
8430,Villafranca,Historical Conflict Event Dataset,1809,,,ES,,battlefield,300000835,,-6.8080759,41.6048256,,,,Napoleonic Wars (Spanish campaign),,
8431,Villafranc de Oria,Historical Conflict Event Dataset,1813,,,ES,,battlefield,300000835,,-2.2420519,42.9761503,,,,Napoleonic Wars,,
8432,Villafranca de Oria,Historical Conflict Event Dataset,1835,,,ES,,battlefield,300000835,,-2.2420519,42.9761503,,,,1st Carlist War,,
8433,Villagarcia,Historical Conflict Event Dataset,1810,,,ES,,battlefield,300000835,,-6.0839715,38.2927074,,,,Napoleonic Wars,,
8434,Villagarcia,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-6.0839715,38.292699,,,,Napoleonic Wars,,
8435,Village Creek,Historical Conflict Event Dataset,1841,,,US,,battlefield,300000835,,-96.7933756,31.7370111,,,,Cherokee Indian Wars,,
8436,Villa Glori,Historical Conflict Event Dataset,1867,,,IT,,battlefield,300000835,,10.8045444,42.6060905,,,,Garibaldi's Second March on Rome,,
8437,Villalar,Historical Conflict Event Dataset,1521,,,ES,,battlefield,300000835,,-5.4010202,41.5253118,,,,Comuneros Uprising,,
8438,Villa Muriel,Historical Conflict Event Dataset,1812,,,ES,,battlefield,300000835,,-4.5256452,41.9488162,,,,Napoleonic Wars,,
8439,Villa de Alava,Historical Conflict Event Dataset,1936,,,ES,,battlefield,300000835,,-2.5902715,42.9602108,,,,Spanish Civil War,,
8440,Villaviciosa,Historical Conflict Event Dataset,1710,,,ES,,battlefield,300000835,,-2.83639,40.7864,,,,War of the Spanish Succession,,
8441,Villazon,Historical Conflict Event Dataset,1934,,,BO,,battlefield,300000835,,-65.5975218,-22.0853991,,,,Chaco War,,
8442,Villepion,Historical Conflict Event Dataset,1870,,,FR,,battlefield,300000835,,48.1076441,48.1076441,,,,Franco-Prussian W,,
8443,Villeres Plantation,Historical Conflict Event Dataset,1814,,,US,,battlefield,300000835,,-89.9482842,29.930529,,,,War of 1812,,
8444,VillersenCauchies,Historical Conflict Event Dataset,1794,,,FR,,battlefield,300000835,,3.400796,50.2258179,,,,French Revolutionary Wars (1st Coalition),,
8445,Villersexel,Historical Conflict Event Dataset,1871,,,FR,,battlefield,300000835,,6.432211,47.551021,,,,Franco-Prussian War,,
8446,Villiers,Historical Conflict Event Dataset,1870,,,FR,,battlefield,300000835,,2.5307343,48.8278352,,,,Franco-Prussian War,,
8447,Villmergen,Historical Conflict Event Dataset,1656,,,CH,,battlefield,300000835,,8.2446497,47.3475212,,,,1st Villmergen War,,
8448,Villmergen,Historical Conflict Event Dataset,1712,,,CH,,battlefield,300000835,,8.2446497,47.3475212,,,,2nd Villmergen War,,
8449,Vilna,Historical Conflict Event Dataset,1794,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,War of the 2nd Polish Partition,,
8450,Vilna,Historical Conflict Event Dataset,1915,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,World War I,,
8451,Vilna (st),Historical Conflict Event Dataset,1919,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,Lithuanian War of Independence,,
8452,Vilna (nd),Historical Conflict Event Dataset,1919,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,Russo-Polish War,,
8453,Vilna,Historical Conflict Event Dataset,1920,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,Russo-Polish War,,
8454,Vilna,Historical Conflict Event Dataset,1944,,,LT,,battlefield,300000835,,25.2796514,54.6871555,,,,World War II,,
8455,Vilppula,Historical Conflict Event Dataset,1918,,,FI,,battlefield,300000835,,24.509583,62.0211096,,,,Finnish War of Independence,,
8456,Vimeiro,Historical Conflict Event Dataset,1808,,,PT,,battlefield,300000835,,-9.3169929,39.1782666,,,,Napoleonic Wars,,
8457,Viminacium,Historical Conflict Event Dataset,0601,,,RS,,battlefield,300000835,,21.2305416,44.7329184,,,,Byzantine-Balkan Wars,,
8458,Vinaroz,Historical Conflict Event Dataset,1938,,,ES,,battlefield,300000835,,0.4747301,40.4679855,,,,Spanish Civil War,,
8459,Vincennes,Historical Conflict Event Dataset,1779,,,US,,battlefield,300000835,,-87.5286325,38.677269,,,,War of the American Revolution,,
8460,Vincy,Historical Conflict Event Dataset,0717,,,FR,,battlefield,300000835,,4.0194249,49.7027836,,,,Rise of Charles Martel,,
8461,"Vinegar Hill, Idaho",Historical Conflict Event Dataset,1879,,,US,,battlefield,300000835,,-114.9505225,45.1524124,,,,Sheepeater War,,
8462,"Vinegar Hill, Ireland",Historical Conflict Event Dataset,1798,,,IE,,battlefield,300000835,,-6.5535099,52.5018788,,,,Irish Rebellion,,
8463,Vingavelli,Historical Conflict Event Dataset,0850,,,IN,,battlefield,300000835,,78.4118892,11.5907448,,,,Later Indian Dynastic Wars,,
8464,Vinh Yen,Historical Conflict Event Dataset,1951,,,VN,,battlefield,300000835,,105.5593214,21.5332244,,,,French Indo-China War,,
8465,Vinkovo,Historical Conflict Event Dataset,1812,,,RU,,battlefield,300000835,,37.2712341,55.599648,,,,Napoleonic Wars,,
8466,Virginia,Historical Conflict Event Dataset,1812,,,US,,battlefield,300000835,,-73.9985117,36.9675363,,,,War of 1812,,
8467,Virginius Incident,Historical Conflict Event Dataset,1873,,,CU,,battlefield,300000835,,-78.0568657,19.394523,,,,1st Cuban War of Independence,,
8468,Virta bro,Historical Conflict Event Dataset,1808,,,FI,,battlefield,300000835,,27.155602,63.5911046,,,,Napoleonic Wars,,
8469,Visby,Historical Conflict Event Dataset,1361,,,SE,,battlefield,300000835,,18.29484,57.6348,,,,Wars of the Hanseatic League,,
8470,Visingso,Historical Conflict Event Dataset,1167,,,SE,,battlefield,300000835,,14.3431721,58.0491787,,,,Swedish Wars of Succession,,
8471,VistulaOder,Historical Conflict Event Dataset,1945,,,PL,,battlefield,300000835,,15.6001893,51.9267351,,,,World War II,,
8472,Vitebsk,Historical Conflict Event Dataset,1812,,,BY,,battlefield,300000835,,30.201622,55.1848061,,,,Napoleonic Wars,,
8473,Vitebsk,Historical Conflict Event Dataset,1944,,,BY,,battlefield,300000835,,30.201622,55.1848061,,,,World War II,,
8474,Vitkov Hill,Historical Conflict Event Dataset,1420,,,CZ,,battlefield,300000835,,14.452222,50.089167,,,,Hussite Wars,,
8475,Vitoria,Historical Conflict Event Dataset,1813,,,ES,,battlefield,300000835,,-2.6817918,42.8591656,,,,Napoleonic Wars,,
8476,Vitsi,Historical Conflict Event Dataset,1949,,,GR,,battlefield,300000835,,21.3,40.583333,,,,Greek Civil War,,
8477,Vittorio Veneto,Historical Conflict Event Dataset,1918,,,IT,,battlefield,300000835,,12.2696649,45.9813901,,,,World War I,,
8478,Vizcacheras,Historical Conflict Event Dataset,1829,,,AR,,battlefield,300000835,,-60.715928,-30.368644,,,,Argentine Civil Wars,,
8479,Vlaardingen,Historical Conflict Event Dataset,1018,,,NL,,battlefield,300000835,,4.3494366,51.9120668,,,,German Civil Wars,,
8480,Vladar,Historical Conflict Event Dataset,1421,,,CZ,,battlefield,300000835,,13.0975012,50.1006644,,,,Hussite Wars,,
8481,Vladimir,Historical Conflict Event Dataset,1238,,,RU,,battlefield,300000835,,40.4178687,56.1445956,,,,Mongol Conquest of Russia,,
8482,Vlakfontein,Historical Conflict Event Dataset,1901,,,ZA,,battlefield,300000835,,27.8870281,-26.3752353,,,,2nd Anglo-Boer War,,
8483,Vlie,Historical Conflict Event Dataset,1666,,,NL,,battlefield,300000835,,5.183333,53.3,,,,2nd Dutch War,,
8484,Vlotho,Historical Conflict Event Dataset,1638,,,DE,,battlefield,300000835,,8.8560945,52.1605973,,,,Thirty Years War,,
8485,Vochan,Historical Conflict Event Dataset,1277,,,CN,,battlefield,300000835,,99.94986,27.340058,,,,Mongol Wars of Kubilai Khan,,
8486,Volkondah,Historical Conflict Event Dataset,1751,,,IN,,battlefield,300000835,,78.7980053,10.9272263,,,,2nd Carnatic War,,
8487,Voltri,Historical Conflict Event Dataset,1800,,,IT,,battlefield,300000835,,8.7262451,44.4313791,,,,French Revolutionary Wars (2nd Coalition),,
8488,Volturno,Historical Conflict Event Dataset,1860,,,IT,,battlefield,300000835,,14.2392412,41.0850005,,,,2nd Italian War of Independence,,
8489,Volturno,Historical Conflict Event Dataset,1943,,,IT,,battlefield,300000835,,13.9724141,41.0360286,,,,World War II,,
8490,Voronezh,Historical Conflict Event Dataset,1919,,,RU,,battlefield,300000835,,39.2088823,51.6754966,,,,Russian Civil War,,
8491,Voronezh,Historical Conflict Event Dataset,1942,,,RU,,battlefield,300000835,,39.2088823,51.6754966,,,,World War II,,
8492,Vorskla,Historical Conflict Event Dataset,1399,,,UA,,battlefield,300000835,,34.6204656,49.7330731,,,,Conquests of Tamerlane,,
8493,Vouille,Historical Conflict Event Dataset,0507,,,FR,,battlefield,300000835,,0.167691,46.638289,,,,Visigothic-Frankish War,,
8494,Vozha,Historical Conflict Event Dataset,1378,,,RU,,battlefield,300000835,,39.0453794,54.6350413,,,,Russian-Mongol Wars,,
8495,Vrachori,Historical Conflict Event Dataset,1821,,,GR,,battlefield,300000835,,21.4096034,38.6244897,,,,Greek War of Independence,,
8496,Vryheid,Historical Conflict Event Dataset,1900,,,ZA,,battlefield,300000835,,30.792458,-27.7654196,,,,2nd Anglo-Boer War,,
8497,Vucji Do,Historical Conflict Event Dataset,1876,,,ME,,battlefield,300000835,,18.5198379,42.8867503,,,,Serbo-Turkish War,,
8498,Vuelte de Obligada,Historical Conflict Event Dataset,1845,,,AR,,battlefield,300000835,,-59.821747,-33.5954811,,,,Argentine-Uruguayan War,,
8499,Vukovar,Historical Conflict Event Dataset,1991,,,HR,,battlefield,300000835,,19.0010204,45.3452377,,,,Croatian War,,
8500,Vuosalmi,Historical Conflict Event Dataset,1944,,,FI,,battlefield,300000835,,28.4843335,61.3254777,,,,World War II,,
8501,Vyazma,Historical Conflict Event Dataset,1812,,,RU,,battlefield,300000835,,34.2925905,55.2100709,,,,Napoleonic Wars,,
8502,Vyazma,Historical Conflict Event Dataset,1941,,,RU,,battlefield,300000835,,34.2925905,55.2100709,,,,World War II,,
8503,Vyborg,Historical Conflict Event Dataset,1710,,,RU,,battlefield,300000835,,28.7571571,60.7139529,,,,2nd Great Northern War,,
8504,Vyborg,Historical Conflict Event Dataset,1918,,,RU,,battlefield,300000835,,28.7571571,60.7139529,,,,Finnish War of Independence,,
8505,Vyborg,Historical Conflict Event Dataset,1944,,,RU,,battlefield,300000835,,28.7571571,60.7139529,,,,World War II,,
8506,Vyborg Bay,Historical Conflict Event Dataset,1790,,,RU,,battlefield,300000835,,28.6745833,60.6811666,,,,Russo-Swedish War,,
8507,Vysehrad,Historical Conflict Event Dataset,1420,,,CZ,,battlefield,300000835,,14.4200237,50.0644155,,,,Hussite Wars,,
8508,Wachau,Historical Conflict Event Dataset,1813,,,AT,,battlefield,300000835,,15.4748897,48.3896089,,,,Napoleonic Wars,,
8509,Wadi,Historical Conflict Event Dataset,1916,,,IQ,,battlefield,300000835,,46.1600493,32.6338995,,,,World War I,,
8510,Wadi Akarit,Historical Conflict Event Dataset,1943,,,TN,,battlefield,300000835,,9.9772382,34.1080262,,,,World War II,,
8511,Wadi alArabah,Historical Conflict Event Dataset,0634,,,IL,,battlefield,300000835,,36.885538,29.5743964,,,,Muslim Conquest of Syria,,
8512,Wadi alBatin,Historical Conflict Event Dataset,1991,,,IQ,,battlefield,300000835,,47.4497333,30.186031,,,,1st Gulf War,,
8513,Wadi Kiss,Historical Conflict Event Dataset,1907,,,DZ,,battlefield,300000835,,-2.2139827,35.084889,,,,French Colonial Wars in North Africa,,
8514,Wadi MKoun,Historical Conflict Event Dataset,1908,,,MA,,battlefield,300000835,,-7.6385667,33.0776405,,,,French Colonial Wars in North Africa,,
8515,Wadi Salit,Historical Conflict Event Dataset,0742,,,ES,,battlefield,300000835,,-4.06947,39.86232,,,,Berber Rebellion,,
8516,Waerenga,Historical Conflict Event Dataset,1865,,,NZ,,battlefield,300000835,,175.2446485,-37.3683454,,,,2nd New Zealand War,,
8517,Wagingera,Historical Conflict Event Dataset,1705,,,IN,,battlefield,300000835,,76.6932438,16.5119876,,,,Mughal-Berad Wars,,
8518,Wagon Box Fight,Historical Conflict Event Dataset,1867,,,US,,battlefield,300000835,,-106.8309087,44.5331573,,,,Red Cloud's War,,
8519,Wagon Hill,Historical Conflict Event Dataset,1900,,,ZA,,battlefield,300000835,,29.7512452,-28.5919248,,,,2nd Anglo-Boer War,,
8520,Wagram,Historical Conflict Event Dataset,1809,,,AT,,battlefield,300000835,,16.4225297,48.1854498,,,,Napoleonic Wars (5th Coalition),,
8521,Wahoo Swamp,Historical Conflict Event Dataset,1836,,,US,,battlefield,300000835,,-82.2043982,28.6905455,,,,2nd Seminole Indian War,,
8522,Waihand,Historical Conflict Event Dataset,1006,,,PK,,battlefield,300000835,,71.3377074,34.0286311,,,,Muslim Conquest of Northern India,,
8523,Waihand,Historical Conflict Event Dataset,1008,,,PK,,battlefield,300000835,,71.3377074,34.0286311,,,,Muslim Conquest of Northern India,,
8524,Waikorowhiti,Historical Conflict Event Dataset,1870,,,NZ,,battlefield,300000835,,176.2821096,-38.2402573,,,,2nd New Zealand War,,
8525,Waima Incident,Historical Conflict Event Dataset,1893,,,SL,,battlefield,300000835,,-10.7824,8.6373719,,,,British Conquest of Sierra Leone,,
8526,Wairau,Historical Conflict Event Dataset,1843,,,NZ,,battlefield,300000835,,173.0624313,-41.7614271,,,,1st New Zealand War,,
8527,Waireka,Historical Conflict Event Dataset,1860,,,NZ,,battlefield,300000835,,174.0070513,-39.0929396,,,,2nd New Zealand War,,
8528,Waitara,Historical Conflict Event Dataset,1860,,,NZ,,battlefield,300000835,,174.2376652,-39.0010938,,,,2nd New Zealand War,,
8529,Waitzen,Historical Conflict Event Dataset,1849,,,HU,,battlefield,300000835,,19.1351781,47.7841803,,,,Hungarian Revolutionary War,,
8530,Wakamatsu,Historical Conflict Event Dataset,1868,,,JP,,battlefield,300000835,,139.9298096,37.4947611,,,,War of the Meiji Restoration,,
8531,Wakde,Historical Conflict Event Dataset,1944,,,ID,,battlefield,300000835,,139.0058333,-1.9405556,,,,World War II,,
8532,Wake,Historical Conflict Event Dataset,1941,,,SB,,battlefield,300000835,,166.6138514,19.2898828,,,,World War II,,
8533,Wakefield,Historical Conflict Event Dataset,1460,,,GB,,battlefield,300000835,,-1.505924,53.683298,,,,Wars of the Roses,,
8534,Wakefield,Historical Conflict Event Dataset,1643,,,GB,,battlefield,300000835,,-1.505924,53.683298,,,,British Civil Wars,,
8535,Walaja,Historical Conflict Event Dataset,0633,,,IQ,,battlefield,300000835,,47.631797,30.5314574,,,,Muslim Conquest of Iraq,,
8536,Walcheren,Historical Conflict Event Dataset,1574,,,NL,,battlefield,300000835,,3.4498754,51.5385186,,,,Netherlands War of Independence,,
8537,Walcheren,Historical Conflict Event Dataset,1809,,,NL,,battlefield,300000835,,3.4498754,51.5385186,,,,Napoleonic Wars (5th Coalition),,
8538,Walcourt,Historical Conflict Event Dataset,1689,,,BE,,battlefield,300000835,,4.4349218,50.2538574,,,,War of the Grand Alliance,,
8539,Walkers Creek,Historical Conflict Event Dataset,1844,,,US,,battlefield,300000835,,-96.9331833,30.8935212,,,,Comanche Indian Wars,,
8540,Walkerton,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-77.035864,37.7326501,,,,American Civil War,,
8541,Wallhof,Historical Conflict Event Dataset,1626,,,LV,,battlefield,300000835,,24.5526313,56.5149219,,,,2nd Polish Swedish War,,
8542,Wallingford,Historical Conflict Event Dataset,1153,,,GB,,battlefield,300000835,,-1.1335613,51.5974177,,,,English Period of Anarchy,,
8543,Waltersdorf,Historical Conflict Event Dataset,1807,,,AT,,battlefield,300000835,,16.00911,47.1696,,,,Napoleonic Wars (4th Coalition),,
8544,Walwal,Historical Conflict Event Dataset,1934,,,ET,,battlefield,300000835,,45.3987264,7.0594944,,,,2nd Italo-Ethiopian War,,
8545,Wanting,Historical Conflict Event Dataset,1944,,,CN,,battlefield,300000835,,97.6810396,23.5801751,,,,World War II,,
8546,Wandewash,Historical Conflict Event Dataset,1760,,,IN,,battlefield,300000835,,79.5961188,12.5052548,,,,Seven Years War,,
8547,Warangal,Historical Conflict Event Dataset,1309,1310,,IN,,battlefield,300000835,,79.5940544,17.9689008,,,,Wars of the Delhi Sultanate,,
8548,Warangal,Historical Conflict Event Dataset,1322,1323,,IN,,battlefield,300000835,,79.5940544,17.9689008,,,,Wars of the Delhi Sultanate,,
8549,War Bonnet Creek,Historical Conflict Event Dataset,1876,,,US,,battlefield,300000835,,-103.7896811,42.8936099,,,,Sioux Indian Wars,,
8550,Warburg,Historical Conflict Event Dataset,1760,,,DE,,battlefield,300000835,,9.14519,51.4899078,,,,Seven Years War,,
8551,Ware Bottom Church,Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-77.3911997,37.3427963,,,,American Civil War,,
8552,Wareham,Historical Conflict Event Dataset,0876,,,GB,,battlefield,300000835,,-2.110981,50.687817,,,,Viking Wars in Britain,,
8553,Wargaom,Historical Conflict Event Dataset,1779,,,IN,,battlefield,300000835,,73.6477342,16.5103173,,,,1st British-Maratha War,,
8554,Warka,Historical Conflict Event Dataset,1656,,,PL,,battlefield,300000835,,21.1909879,51.7840019,,,,1st Northern War,,
8555,Warmstadt,Historical Conflict Event Dataset,1113,,,DE,,battlefield,300000835,,11.0140501,51.7550472,,,,German Civil Wars,,
8556,Warsaw,Historical Conflict Event Dataset,1656,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,1st Northern War,,
8557,Warsaw,Historical Conflict Event Dataset,1657,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,Transylvanian-Polish War,,
8558,Warsaw,Historical Conflict Event Dataset,1705,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,2nd Great Northern War,,
8559,Warsaw (st),Historical Conflict Event Dataset,1794,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,War of the 2nd Polish Partition,,
8560,Warsaw,Historical Conflict Event Dataset,1831,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,Polish Rebellion,,
8561,Warsaw (st),Historical Conflict Event Dataset,1914,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,World War I,,
8562,Warsaw (nd),Historical Conflict Event Dataset,1914,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,World War I,,
8563,Warsaw,Historical Conflict Event Dataset,1915,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,World War I,,
8564,Warsaw,Historical Conflict Event Dataset,1920,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,Russo-Polish War,,
8565,Warsaw,Historical Conflict Event Dataset,1939,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,World War II,,
8566,Warsaw,Historical Conflict Event Dataset,1944,,,PL,,battlefield,300000835,,21.0122287,52.2296756,,,,World War II,,
8567,Wartenburg,Historical Conflict Event Dataset,1813,,,DE,,battlefield,300000835,,12.7622395,51.780917,,,,Napoleonic Wars,,
8568,"Washington, North Carolina",Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-77.0825375,35.5684194,,,,American Civil War,,
8569,Washita,Historical Conflict Event Dataset,1868,,,US,,battlefield,300000835,,-99.7089545,35.6209694,,,,Cheyenne-Arapaho War,,
8570,Waterberg,Historical Conflict Event Dataset,1904,,,ZA,,battlefield,300000835,,17.3353904,-20.3526958,,,,German Colonial Wars in Africa,,
8571,Wateree Ferry,Historical Conflict Event Dataset,1780,,,US,,battlefield,300000835,,-80.6460642,33.8071174,,,,War of the American Revolution,,
8572,Waterford,Historical Conflict Event Dataset,1170,,,IE,,battlefield,300000835,,-7.1100702,52.2593197,,,,Anglo-Norman Conquest of Ireland,,
8573,Waterford,Historical Conflict Event Dataset,1922,,,IE,,battlefield,300000835,,-7.1100702,52.2593197,,,,Irish Civil War,,
8574,Waterkloof,Historical Conflict Event Dataset,1851,,,ZA,,battlefield,300000835,,19.1134674,-34.0938703,,,,8th Cape Frontier War,,
8575,Waterloo,Historical Conflict Event Dataset,1815,,,BE,,battlefield,300000835,,4.4025266,50.6795532,,,,Napoleonic Wars,,
8576,WatteeGoung,Historical Conflict Event Dataset,1825,,,MM,,battlefield,300000835,,95.3410033,18.961366,,,,1st British-Burmese War,,
8577,Wattignies,Historical Conflict Event Dataset,1793,,,FR,,battlefield,300000835,,3.044099,50.581494,,,,French Revolutionary Wars (1st Coalition),,
8578,Wauhatchie Station,Historical Conflict Event Dataset,1863,,,US,,battlefield,300000835,,-85.3759887,35.0191377,,,,American Civil War,,
8579,Wavre,Historical Conflict Event Dataset,1815,,,BE,,battlefield,300000835,,4.6128075,50.7158956,,,,Napoleonic Wars,,
8580,Wawer,Historical Conflict Event Dataset,1831,,,PL,,battlefield,300000835,,21.1782252,52.1962166,,,,Polish Rebellion,,
8581,Waxhaw,Historical Conflict Event Dataset,1780,,,US,,battlefield,300000835,,-80.7434019,34.9245935,,,,War of the American Revolution,,
8582,Wayna Daga,Historical Conflict Event Dataset,1543,,,ET,,battlefield,300000835,,37.4155968,12.3002486,,,,Adal-Ethiopian War,,
8583,"Waynesboro, Virginia",Historical Conflict Event Dataset,1865,,,US,,battlefield,300000835,,-78.9383065,38.0651573,,,,American Civil War,,
8584,"Waynesborough, Georgia",Historical Conflict Event Dataset,1864,,,US,,battlefield,300000835,,-78.9383065,38.0651573,,,,American Civil War,,
8585,Wednesfield,Historical Conflict Event Dataset,0911,,,GB,,battlefield,300000835,,-2.08341,52.596257,,,,Viking Wars in Britain,,
8586,Weihaiwei,Historical Conflict Event Dataset,1895,,,CN,,battlefield,300000835,,122.120419,37.513068,,,,Sino-Japanese War,,
8587,Weinsberg,Historical Conflict Event Dataset,1141,,,DE,,battlefield,300000835,,9.2872657,49.1484633,,,,German Civil Wars,,
8588,Weinsberg,Historical Conflict Event Dataset,1525,,,DE,,battlefield,300000835,,9.2872657,49.1484633,,,,German Peasants War,,
8589,Weissenstein,Historical Conflict Event Dataset,1604,,,EE,,battlefield,300000835,,25.5250326,58.885073,,,,1st Polish-Swedish War,,
8590,Weissig,Historical Conflict Event Dataset,1813,,,DE,,battlefield,300000835,,13.8797288,51.0602196,,,,Napoleonic Wars (War of Liberation),,
8591,Wejh,Historical Conflict Event Dataset,1917,,,SA,,battlefield,300000835,,36.4688958,26.2366058,,,,World War I,,
8592,Welfesholze,Historical Conflict Event Dataset,1115,,,DE,,battlefield,300000835,,11.566946,51.6378561,,,,German Civil Wars,,
8593,Welika Pond,Historical Conflict Event Dataset,1836,,,US,,battlefield,300000835,,-88.3002827,28.5227336,,,,2nd Seminole Indian Wars,,
8594,Wells,Historical Conflict Event Dataset,1692,,,US,,battlefield,300000835,,-70.701645,43.3258604,,,,King William's War,,
8595,Welshpool,Historical Conflict Event Dataset,1400,,,GB,,battlefield,300000835,,-3.146407,52.660348,,,,Glendower's Rebellion,,
8596,Wenden,Historical Conflict Event Dataset,1577,,,LV,,battlefield,300000835,,25.2668719,57.308611,,,,Livonian War,,
